customer_id,email,phone,age,employment_type,monthly_income,account_age_months,credit_score,loan_amount,monthly_installment,previous_late_payments,avg_payment_delay_days,previous_defaults,days_past_due,current_outstanding,payment_frequency,payment_reliability_score,engagement_score,previous_reminder_response,amount_due,upcoming_installment_offset_days,risk_indicator_raw,risk_category,risk_category_pred,risk_score
CUSTOMER_0138,customer0138@example.com,+91-9000800137,31,Salaried,20036,26,690,190786,6033,2,4,2,10,125405,Monthly,67,72.0,Responded,5445,26,0.2089,AT-RISK,AT-RISK,27.9
CUSTOMER_0139,customer0139@example.com,+91-9000100138,37,Self-Employed,59325,41,645,143501,6198,6,0,2,43,78139,Monthly,63,70.0,Responded,6750,23,0.3516,CRITICAL,CRITICAL,79.2
CUSTOMER_0140,customer0140@example.com,+91-9000700139,44,Freelancer,28468,28,616,253270,12888,6,32,2,4,150065,Monthly,52,68.0,No Response,14401,7,0.3136,HIGH,HIGH,63.2
CUSTOMER_0141,customer0141@example.com,+91-9000700140,39,Salaried,41440,1,650,271265,25861,1,12,0,2,198994,Monthly,69,96.0,Responded,24399,24,0.1613,LOW,LOW,19.1
CUSTOMER_0142,customer0142@example.com,+91-9000300141,51,Salaried,50658,43,714,78194,4011,1,0,1,11,6475,Monthly,81,62.0,Responded,3638,19,0.0982,LOW,LOW,8.1
CUSTOMER_0143,customer0143@example.com,+91-9000000142,43,Freelancer,87351,1,711,269942,18805,3,11,0,0,79655,Weekly,90,65.0,Responded,17697,2,0.124,LOW,LOW,7.6
CUSTOMER_0144,customer0144@example.com,+91-9000000143,50,Salaried,31884,1,692,112616,3283,2,1,0,5,18360,Monthly,80,100.0,Responded,3689,1,0.1417,LOW,LOW,1.5
CUSTOMER_0145,customer0145@example.com,+91-9000100144,21,Salaried,59081,14,724,335629,10320,2,3,1,8,171573,Bi-Weekly,62,71.0,No Response,10050,15,0.1909,AT-RISK,AT-RISK,29.7
CUSTOMER_0146,customer0146@example.com,+91-9000800145,35,Self-Employed,25269,15,702,132743,15585,3,3,0,27,77117,Monthly,87,70.0,Responded,14937,10,0.182,LOW,LOW,16.4
CUSTOMER_0147,customer0147@example.com,+91-9000100146,32,Business Owner,25343,48,680,195503,9093,1,8,0,0,122553,Monthly,91,69.0,Responded,8216,6,0.1705,LOW,LOW,3.7
CUSTOMER_0148,customer0148@example.com,+91-9000100147,33,Salaried,53745,26,762,180095,14123,1,3,0,0,50877,Bi-Weekly,84,78.0,No Response,13759,29,0.0506,LOW,LOW,0.4
CUSTOMER_0149,customer0149@example.com,+91-9000500148,27,Freelancer,48366,44,635,123925,6763,4,0,0,3,69382,Monthly,76,68.0,No Response,7296,20,0.1716,LOW,AT-RISK,24.3
CUSTOMER_0150,customer0150@example.com,+91-9000600149,38,Self-Employed,12000,18,607,176328,5458,2,25,1,14,129611,Monthly,82,44.0,No Response,6220,19,0.2251,AT-RISK,AT-RISK,42.8
CUSTOMER_0151,customer0151@example.com,+91-9000600150,21,Salaried,67754,31,607,275579,12626,1,1,1,6,142869,Monthly,63,79.0,No Response,12350,-5,0.2058,AT-RISK,AT-RISK,35.8
CUSTOMER_0152,customer0152@example.com,+91-9000800151,38,Freelancer,12000,35,707,122605,7650,5,6,0,24,22959,Monthly,66,50.0,No Response,7345,11,0.1774,LOW,LOW,34.5
CUSTOMER_0153,customer0153@example.com,+91-9000500152,28,Salaried,46168,37,642,118244,9663,1,5,0,7,50385,Bi-Weekly,75,62.0,Responded,10842,18,0.1084,LOW,LOW,10.5
CUSTOMER_0154,customer0154@example.com,+91-9000700153,30,Salaried,78465,22,741,59565,1984,1,0,0,0,36224,Monthly,84,72.0,No Response,2208,2,0.0443,LOW,LOW,1.2
CUSTOMER_0155,customer0155@example.com,+91-9000500154,38,Self-Employed,97710,23,760,246666,9972,0,0,1,8,149100,Monthly,80,100.0,No Response,9792,11,0.0945,LOW,LOW,11.3
CUSTOMER_0156,customer0156@example.com,+91-9000100155,35,Salaried,33412,21,531,143175,7143,7,21,2,6,85759,Monthly,62,51.0,No Response,6551,-12,0.2761,HIGH,HIGH,68.0
CUSTOMER_0157,customer0157@example.com,+91-9000000156,44,Salaried,21510,4,722,230521,18405,1,2,1,0,132908,Weekly,84,79.0,No Response,21128,1,0.1394,LOW,LOW,8.6
CUSTOMER_0158,customer0158@example.com,+91-9000400157,26,Salaried,63138,24,564,124801,7786,3,9,1,0,25844,Bi-Weekly,56,47.0,No Response,8332,-10,0.1736,LOW,AT-RISK,40.6
CUSTOMER_0159,customer0159@example.com,+91-9000800158,34,Salaried,65773,22,713,237798,6834,2,3,0,18,46603,Monthly,75,83.0,No Response,7733,26,0.1308,LOW,LOW,9.1
CUSTOMER_0160,customer0160@example.com,+91-9000700159,42,Business Owner,35981,34,613,233417,10804,2,9,0,2,172909,Monthly,62,99.0,Responded,10647,-5,0.1762,LOW,LOW,28.8
CUSTOMER_0161,customer0161@example.com,+91-9000300160,38,Self-Employed,32404,27,641,153376,8510,4,5,0,2,22911,Bi-Weekly,71,66.0,Responded,9036,-11,0.1038,LOW,AT-RISK,23.2
CUSTOMER_0162,customer0162@example.com,+91-9000400161,38,Freelancer,32530,44,586,103050,4761,6,2,2,33,18361,Monthly,67,62.0,No Response,5087,2,0.3077,HIGH,HIGH,65.8
CUSTOMER_0163,customer0163@example.com,+91-9000400162,44,Salaried,38919,27,608,110934,3777,13,3,0,21,38464,Bi-Weekly,60,40.0,Responded,4223,9,0.2928,HIGH,HIGH,59.3
CUSTOMER_0164,customer0164@example.com,+91-9000500163,31,Salaried,50527,19,601,110628,6827,3,14,0,0,52326,Weekly,76,73.0,No Response,7839,-6,0.1437,LOW,AT-RISK,24.5
CUSTOMER_0165,customer0165@example.com,+91-9000200164,29,Salaried,33317,26,622,264918,23317,6,5,1,24,134844,Monthly,62,49.0,No Response,21618,25,0.3479,HIGH,HIGH,71.5
CUSTOMER_0166,customer0166@example.com,+91-9000400165,40,Salaried,43984,40,776,143014,6073,0,0,0,3,27357,Monthly,79,72.0,Responded,6423,0,0.0293,LOW,LOW,0.4
CUSTOMER_0167,customer0167@example.com,+91-9000100166,33,Salaried,63795,3,731,63093,2430,1,11,0,0,37168,Bi-Weekly,97,87.0,No Response,2391,-6,0.0395,LOW,LOW,1.3
CUSTOMER_0168,customer0168@example.com,+91-9000900167,45,Business Owner,14653,15,499,175328,6403,6,19,3,48,157283,Monthly,51,41.0,No Response,7061,-6,0.4699,CRITICAL,CRITICAL,93.9
CUSTOMER_0169,customer0169@example.com,+91-9000000168,38,Freelancer,44409,19,644,127764,3936,0,0,0,0,32782,Monthly,88,78.0,Responded,4284,20,0.1111,LOW,LOW,5.5
CUSTOMER_0170,customer0170@example.com,+91-9000000169,29,Freelancer,15990,33,691,20000,1167,1,37,0,7,6414,Monthly,76,81.0,Responded,1310,5,0.1352,LOW,LOW,6.9
CUSTOMER_0171,customer0171@example.com,+91-9000900170,38,Salaried,49593,34,704,140067,16955,2,7,0,4,71614,Bi-Weekly,73,61.0,No Response,16716,-2,0.0773,LOW,LOW,6.0
CUSTOMER_0172,customer0172@example.com,+91-9000600171,26,Business Owner,12000,28,751,218898,6299,1,1,0,13,110846,Monthly,70,51.0,No Response,5959,-8,0.0672,LOW,LOW,10.2
CUSTOMER_0173,customer0173@example.com,+91-9000100172,43,Salaried,56602,1,581,165812,8703,8,2,2,0,58283,Monthly,59,64.0,No Response,7880,-15,0.2792,HIGH,HIGH,61.1
CUSTOMER_0174,customer0174@example.com,+91-9000300173,22,Salaried,21909,4,635,180948,7326,6,8,0,16,59939,Monthly,67,76.0,Responded,7061,0,0.2556,AT-RISK,AT-RISK,38.5
CUSTOMER_0175,customer0175@example.com,+91-9000400174,45,Business Owner,12069,22,604,222480,8560,4,14,0,0,72642,Monthly,59,51.0,Responded,8489,10,0.2026,AT-RISK,AT-RISK,37.5
CUSTOMER_0176,customer0176@example.com,+91-9000600175,37,Self-Employed,41497,20,682,125374,5598,3,1,1,2,23951,Monthly,73,64.0,No Response,6362,26,0.1782,LOW,LOW,6.1
CUSTOMER_0177,customer0177@example.com,+91-9000100176,33,Salaried,91282,29,813,176371,14506,2,0,0,0,48094,Monthly,94,70.0,No Response,14837,-10,0.0759,LOW,LOW,1.1
CUSTOMER_0178,customer0178@example.com,+91-9000500177,41,Salaried,55163,19,585,299658,10457,5,3,1,29,172137,Bi-Weekly,64,69.0,Responded,10865,23,0.3141,HIGH,HIGH,63.9
CUSTOMER_0179,customer0179@example.com,+91-9000000178,39,Salaried,12000,49,687,35658,1184,2,4,0,0,18304,Bi-Weekly,73,95.0,Responded,1326,-14,0.0183,LOW,LOW,3.9
CUSTOMER_0180,customer0180@example.com,+91-9000600179,46,Self-Employed,23195,1,743,120120,5317,5,0,0,0,61932,Bi-Weekly,81,86.0,Responded,5961,-7,0.1732,LOW,LOW,5.8
CUSTOMER_0181,customer0181@example.com,+91-9000800180,46,Salaried,33280,28,577,404233,19568,5,1,0,10,148017,Monthly,59,52.0,No Response,20193,-11,0.1903,AT-RISK,AT-RISK,45.9
CUSTOMER_0182,customer0182@example.com,+91-9000400181,38,Freelancer,94592,40,750,158449,16823,2,5,0,8,80918,Monthly,63,83.0,No Response,15618,24,0.1979,AT-RISK,AT-RISK,20.2
CUSTOMER_0183,customer0183@example.com,+91-9000400182,27,Salaried,31093,38,692,143888,16891,3,7,0,1,5853,Monthly,86,64.0,Responded,16344,-11,0.0841,LOW,LOW,1.6
CUSTOMER_0184,customer0184@example.com,+91-9000300183,30,Salaried,29707,38,718,135973,8400,5,4,2,15,49250,Monthly,65,74.0,Responded,8519,-8,0.2243,AT-RISK,AT-RISK,38.4
CUSTOMER_0185,customer0185@example.com,+91-9000200184,34,Salaried,77151,40,623,251997,16443,4,2,1,0,142642,Monthly,73,57.0,Responded,17886,-11,0.1898,AT-RISK,AT-RISK,39.5
CUSTOMER_0186,customer0186@example.com,+91-9000800185,44,Salaried,54208,19,658,76661,2215,4,2,1,0,32317,Monthly,60,74.0,Responded,2387,-11,0.1745,LOW,LOW,18.9
CUSTOMER_0187,customer0187@example.com,+91-9000400186,30,Salaried,62912,11,676,246020,8337,2,3,0,10,97305,Monthly,72,76.0,No Response,8842,1,0.1043,LOW,LOW,8.9
CUSTOMER_0188,customer0188@example.com,+91-9000700187,31,Self-Employed,35321,1,708,126137,4889,1,15,0,21,55223,Monthly,75,84.0,Responded,5475,-7,0.1282,LOW,LOW,17.3
CUSTOMER_0189,customer0189@example.com,+91-9000800188,51,Business Owner,40472,21,635,110213,5119,3,13,0,0,83792,Weekly,58,66.0,No Response,5634,18,0.1972,AT-RISK,AT-RISK,30.8
CUSTOMER_0190,customer0190@example.com,+91-9000400189,34,Freelancer,56000,14,530,175033,15881,6,2,1,0,99158,Monthly,49,69.0,Responded,18192,17,0.3009,HIGH,HIGH,55.2
CUSTOMER_0191,customer0191@example.com,+91-9000900190,29,Business Owner,43850,43,662,155505,4398,6,3,0,0,92513,Weekly,57,59.0,No Response,4935,6,0.1622,LOW,AT-RISK,36.6
CUSTOMER_0192,customer0192@example.com,+91-9000800191,41,Business Owner,67286,23,615,119924,6951,1,5,0,10,86699,Weekly,73,69.0,Responded,6595,5,0.1536,LOW,LOW,17.1
CUSTOMER_0193,customer0193@example.com,+91-9000100192,34,Self-Employed,57653,13,708,227151,24669,5,4,0,0,107634,Monthly,87,84.0,No Response,22557,27,0.1402,LOW,LOW,11.0
CUSTOMER_0194,customer0194@example.com,+91-9000800193,22,Business Owner,20499,9,552,128421,6169,5,8,0,50,76369,Monthly,45,42.0,No Response,6191,-1,0.3483,CRITICAL,CRITICAL,90.0
CUSTOMER_0195,customer0195@example.com,+91-9000300194,44,Salaried,51387,57,736,148588,4611,5,6,0,0,8312,Bi-Weekly,83,75.0,No Response,4861,-15,0.0996,LOW,LOW,10.1
CUSTOMER_0196,customer0196@example.com,+91-9000500195,28,Salaried,65661,27,695,198962,6099,2,9,0,0,58606,Monthly,75,63.0,No Response,6469,-9,0.1367,LOW,LOW,3.8
CUSTOMER_0197,customer0197@example.com,+91-9000500196,35,Salaried,51796,15,607,193320,30545,6,6,1,5,98479,Monthly,58,53.0,Responded,29533,7,0.2517,AT-RISK,AT-RISK,50.2
CUSTOMER_0198,customer0198@example.com,+91-9000500197,34,Salaried,49880,30,685,198077,6078,2,8,0,2,102263,Bi-Weekly,90,67.0,Responded,6776,-10,0.1082,LOW,LOW,3.5
CUSTOMER_0199,customer0199@example.com,+91-9000100198,37,Salaried,12000,53,710,120725,8535,3,8,2,9,39896,Monthly,86,70.0,No Response,8384,4,0.1922,AT-RISK,AT-RISK,24.6
CUSTOMER_0200,customer0200@example.com,+91-9000600199,21,Freelancer,14018,22,696,192107,26796,2,7,0,0,121930,Monthly,78,70.0,No Response,30273,10,0.1711,LOW,LOW,7.8
CUSTOMER_0201,customer0201@example.com,+91-9000500200,31,Salaried,16253,35,623,222673,7083,4,24,1,44,54545,Monthly,69,45.0,Responded,7209,26,0.3202,HIGH,HIGH,68.3
CUSTOMER_0202,customer0202@example.com,+91-9000000201,45,Salaried,33611,41,677,261387,8189,6,2,1,5,165094,Monthly,57,90.0,Responded,7391,-4,0.2617,AT-RISK,AT-RISK,40.6
CUSTOMER_0203,customer0203@example.com,+91-9000100202,46,Salaried,43703,1,752,20000,1000,2,1,3,3,5604,Monthly,89,65.0,No Response,940,-3,0.1631,LOW,LOW,10.1
CUSTOMER_0204,customer0204@example.com,+91-9000600203,26,Salaried,21918,20,736,165549,7125,1,6,0,0,48961,Monthly,94,80.0,No Response,6594,-3,0.0725,LOW,LOW,0.8
CUSTOMER_0205,customer0205@example.com,+91-9000000204,43,Salaried,76825,45,775,185487,6102,1,3,0,0,83122,Monthly,92,84.0,No Response,5558,-14,0.1036,LOW,LOW,0.7
CUSTOMER_0206,customer0206@example.com,+91-9000000205,28,Salaried,25031,18,720,113738,3843,3,11,2,9,24420,Monthly,88,69.0,Responded,4144,16,0.2153,AT-RISK,AT-RISK,22.7
CUSTOMER_0207,customer0207@example.com,+91-9000000206,31,Salaried,21533,33,737,112404,3437,6,0,1,16,11698,Bi-Weekly,76,69.0,Responded,3258,15,0.1635,LOW,AT-RISK,24.1
CUSTOMER_0208,customer0208@example.com,+91-9000700207,32,Salaried,41860,15,580,118958,5267,6,9,1,8,56842,Monthly,57,46.0,Responded,5844,-5,0.2788,HIGH,HIGH,58.7
CUSTOMER_0209,customer0209@example.com,+91-9000300208,35,Business Owner,64690,21,740,77036,2199,1,1,0,8,31358,Monthly,66,76.0,Responded,2124,21,0.1405,LOW,LOW,5.2
CUSTOMER_0210,customer0210@example.com,+91-9000300209,44,Self-Employed,85151,19,620,211197,5885,5,4,0,0,124520,Monthly,75,68.0,No Response,5344,-12,0.1817,LOW,AT-RISK,30.7
CUSTOMER_0211,customer0211@example.com,+91-9000100210,37,Salaried,54132,34,625,363071,38232,6,1,0,17,279738,Monthly,62,71.0,No Response,42252,18,0.3172,HIGH,HIGH,62.4
CUSTOMER_0212,customer0212@example.com,+91-9000000211,33,Salaried,73168,29,612,119791,3804,6,1,4,2,9978,Monthly,76,82.0,Responded,3866,0,0.2082,AT-RISK,AT-RISK,44.6
CUSTOMER_0213,customer0213@example.com,+91-9000900212,43,Salaried,25206,29,678,114889,5472,1,0,0,14,47933,Monthly,72,69.0,Responded,5744,15,0.0904,LOW,LOW,6.6
CUSTOMER_0214,customer0214@example.com,+91-9000800213,27,Business Owner,97863,65,728,136845,7763,4,3,1,0,57120,Monthly,90,89.0,Responded,7639,9,0.2194,AT-RISK,LOW,16.0
CUSTOMER_0215,customer0215@example.com,+91-9000600214,34,Salaried,12000,48,593,34238,1403,8,3,2,0,27312,Monthly,63,79.0,No Response,1278,23,0.3015,HIGH,HIGH,58.3
CUSTOMER_0216,customer0216@example.com,+91-9000300215,43,Salaried,37160,1,723,103851,13524,6,0,0,0,72076,Monthly,75,66.0,Responded,13423,-8,0.1651,LOW,LOW,15.0
CUSTOMER_0217,customer0217@example.com,+91-9000500216,39,Business Owner,64409,22,796,131525,6205,1,1,0,0,56978,Bi-Weekly,88,88.0,Responded,6388,-8,0.109,LOW,LOW,0.7
CUSTOMER_0218,customer0218@example.com,+91-9000100217,30,Salaried,16536,60,672,88788,2763,2,1,2,6,36103,Bi-Weekly,66,61.0,No Response,2494,18,0.1463,LOW,LOW,18.4
CUSTOMER_0219,customer0219@example.com,+91-9000600218,21,Salaried,31620,20,697,231215,18640,3,13,0,0,31211,Monthly,91,89.0,No Response,19452,-1,0.1561,LOW,LOW,3.8
CUSTOMER_0220,customer0220@example.com,+91-9000100219,37,Salaried,22965,51,557,64456,3430,5,3,0,29,23458,Monthly,51,50.0,No Response,3852,-11,0.2293,AT-RISK,HIGH,54.4
CUSTOMER_0221,customer0221@example.com,+91-9000900220,21,Freelancer,43499,22,732,213171,6235,5,1,1,0,85862,Bi-Weekly,86,82.0,Responded,5951,3,0.1725,LOW,LOW,10.1
CUSTOMER_0222,customer0222@example.com,+91-9000700221,33,Business Owner,67428,23,624,300346,15927,6,15,1,19,181308,Weekly,50,72.0,Responded,18024,-6,0.2807,HIGH,HIGH,69.2
CUSTOMER_0223,customer0223@example.com,+91-9000700222,45,Self-Employed,38425,35,542,228764,13656,11,11,3,20,138828,Monthly,49,37.0,No Response,12623,-7,0.4571,CRITICAL,CRITICAL,83.4
CUSTOMER_0224,customer0224@example.com,+91-9000000223,40,Salaried,40244,26,721,137846,7173,2,6,0,35,67264,Monthly,92,65.0,No Response,7935,13,0.2165,AT-RISK,AT-RISK,25.9
CUSTOMER_0225,customer0225@example.com,+91-9000700224,21,Salaried,12000,34,710,173691,8047,4,6,1,103,56603,Bi-Weekly,74,61.0,No Response,8932,24,0.3921,CRITICAL,CRITICAL,73.3
CUSTOMER_0226,customer0226@example.com,+91-9000100225,36,Freelancer,52443,47,625,131338,5261,2,23,1,31,76831,Monthly,68,76.0,No Response,5073,21,0.2817,HIGH,HIGH,55.7
CUSTOMER_0227,customer0227@example.com,+91-9000500226,32,Freelancer,59417,36,616,20000,1000,5,1,1,18,2929,Monthly,82,51.0,Responded,1139,3,0.2016,AT-RISK,AT-RISK,43.5
CUSTOMER_0228,customer0228@example.com,+91-9000000227,23,Salaried,16908,31,703,68632,3508,1,14,0,0,8459,Monthly,88,84.0,No Response,3522,-3,0.0958,LOW,LOW,1.6
CUSTOMER_0229,customer0229@example.com,+91-9000400228,38,Business Owner,48062,51,711,147223,4823,2,8,1,8,20607,Monthly,82,82.0,Responded,4511,24,0.1647,LOW,LOW,5.2
CUSTOMER_0230,customer0230@example.com,+91-9000600229,30,Salaried,45395,37,678,93483,4246,7,8,0,59,69976,Monthly,67,61.0,Responded,4449,0,0.3198,HIGH,HIGH,64.1
CUSTOMER_0231,customer0231@example.com,+91-9000900230,30,Salaried,67667,17,655,119206,7379,1,5,0,0,10345,Weekly,68,87.0,Responded,8479,14,0.0661,LOW,LOW,4.7
CUSTOMER_0232,customer0232@example.com,+91-9000000231,36,Self-Employed,27059,48,585,238424,9263,4,11,1,17,179584,Monthly,48,28.0,No Response,10419,-11,0.2847,HIGH,HIGH,67.6
CUSTOMER_0233,customer0233@example.com,+91-9000100232,29,Salaried,27550,34,582,188229,6836,7,0,1,2,43079,Monthly,63,67.0,Responded,6628,17,0.2271,AT-RISK,HIGH,52.0
CUSTOMER_0234,customer0234@example.com,+91-9000600233,35,Freelancer,38691,24,657,238718,10497,1,1,2,6,85065,Monthly,62,67.0,No Response,10961,3,0.1239,LOW,LOW,19.7
CUSTOMER_0235,customer0235@example.com,+91-9000500234,29,Salaried,75174,1,738,168586,21898,3,15,0,1,102795,Monthly,92,56.0,No Response,20339,3,0.1449,LOW,LOW,7.7
CUSTOMER_0236,customer0236@example.com,+91-9000200235,30,Salaried,73518,9,727,162728,14664,3,2,1,0,60629,Monthly,93,65.0,Responded,14890,1,0.1411,LOW,LOW,3.3
CUSTOMER_0237,customer0237@example.com,+91-9000900236,43,Freelancer,49926,52,724,92867,6378,1,2,1,2,15247,Monthly,88,94.0,Responded,6574,8,0.0404,LOW,LOW,1.0
CUSTOMER_0238,customer0238@example.com,+91-9000100237,44,Freelancer,66814,51,683,52048,3594,4,8,1,34,12015,Weekly,86,77.0,Responded,3517,12,0.2602,AT-RISK,AT-RISK,31.1
CUSTOMER_0239,customer0239@example.com,+91-9000900238,21,Salaried,12000,29,689,114970,4387,4,3,1,2,69131,Monthly,88,85.0,Responded,4479,26,0.1539,LOW,LOW,9.3
CUSTOMER_0240,customer0240@example.com,+91-9000300239,41,Salaried,63795,3,720,96552,14739,3,0,0,15,30577,Monthly,76,83.0,Responded,16654,21,0.1451,LOW,LOW,7.7
CUSTOMER_0241,customer0241@example.com,+91-9000200240,47,Self-Employed,22973,11,592,163797,5713,6,12,0,5,84659,Monthly,47,41.0,No Response,5856,6,0.2351,AT-RISK,HIGH,57.9
CUSTOMER_0242,customer0242@example.com,+91-9000600241,49,Salaried,79554,5,615,74226,5316,2,8,0,4,26627,Monthly,68,71.0,Responded,5888,23,0.1455,LOW,LOW,18.6
CUSTOMER_0243,customer0243@example.com,+91-9000700242,39,Freelancer,24305,4,573,249840,16328,4,1,0,9,85681,Monthly,57,72.0,No Response,15990,0,0.2038,AT-RISK,AT-RISK,35.2
CUSTOMER_0244,customer0244@example.com,+91-9000100243,25,Freelancer,31013,55,561,99720,4566,3,19,0,0,19174,Monthly,79,64.0,No Response,5218,19,0.1898,AT-RISK,AT-RISK,32.2
CUSTOMER_0245,customer0245@example.com,+91-9000900244,40,Salaried,57080,55,665,130080,10424,4,1,1,2,67044,Monthly,74,84.0,Responded,9625,11,0.1765,LOW,LOW,13.0
CUSTOMER_0246,customer0246@example.com,+91-9000600245,27,Salaried,61702,12,740,148709,4570,2,3,1,5,74356,Monthly,66,65.0,No Response,4782,-4,0.1692,LOW,LOW,8.8
CUSTOMER_0247,customer0247@example.com,+91-9000700246,31,Salaried,40023,27,656,235263,27480,5,0,1,4,50704,Monthly,85,73.0,No Response,30158,12,0.2275,AT-RISK,AT-RISK,29.3
CUSTOMER_0248,customer0248@example.com,+91-9000500247,38,Freelancer,42596,8,552,369009,19088,7,10,3,25,280814,Monthly,60,53.0,Responded,21063,-15,0.4467,CRITICAL,CRITICAL,90.4
CUSTOMER_0249,customer0249@example.com,+91-9000500248,27,Salaried,59766,28,724,279592,8880,0,2,0,0,158514,Monthly,93,83.0,No Response,8432,23,0.075,LOW,LOW,6.4
CUSTOMER_0250,customer0250@example.com,+91-9000900249,24,Salaried,53075,49,627,58132,2375,9,3,1,2,40295,Bi-Weekly,62,63.0,No Response,2375,2,0.2823,HIGH,HIGH,54.2
CUSTOMER_0251,customer0251@example.com,+91-9000000250,39,Salaried,42559,44,775,115985,7852,0,7,0,2,15347,Monthly,86,88.0,Responded,8292,7,0.0,LOW,LOW,0.4
CUSTOMER_0252,customer0252@example.com,+91-9000300251,51,Self-Employed,44971,34,527,140124,7524,8,0,0,1,45266,Monthly,42,54.0,No Response,7365,6,0.2236,AT-RISK,HIGH,54.1
CUSTOMER_0253,customer0253@example.com,+91-9000000252,46,Salaried,80095,25,798,166738,6129,5,6,1,0,90566,Monthly,100,57.0,Responded,6524,-12,0.1282,LOW,LOW,14.0
CUSTOMER_0254,customer0254@example.com,+91-9000300253,41,Salaried,26002,46,667,163602,4648,0,3,1,0,25113,Monthly,85,99.0,No Response,4623,-5,0.1102,LOW,LOW,2.3
CUSTOMER_0255,customer0255@example.com,+91-9000100254,43,Freelancer,27030,33,573,129032,3934,7,41,0,0,6584,Bi-Weekly,55,44.0,Responded,3885,2,0.2766,HIGH,HIGH,55.7
CUSTOMER_0256,customer0256@example.com,+91-9000400255,40,Freelancer,44561,31,623,112987,6943,4,7,3,1,78384,Monthly,62,86.0,No Response,6436,-9,0.3032,HIGH,HIGH,52.8
CUSTOMER_0257,customer0257@example.com,+91-9000900256,39,Business Owner,28199,26,693,75309,2095,0,0,1,0,18670,Monthly,81,70.0,Responded,1906,5,0.1196,LOW,LOW,2.5
CUSTOMER_0258,customer0258@example.com,+91-9000800257,43,Salaried,12408,30,660,20000,3275,2,0,0,1,6972,Monthly,72,59.0,No Response,3631,19,0.0376,LOW,LOW,9.4
CUSTOMER_0259,customer0259@example.com,+91-9000900258,22,Salaried,69059,31,802,53794,7877,2,12,0,8,17945,Monthly,64,75.0,Responded,8053,21,0.0591,LOW,LOW,12.3
CUSTOMER_0260,customer0260@example.com,+91-9000200259,36,Self-Employed,12000,20,704,218045,7098,2,10,0,0,129332,Bi-Weekly,89,63.0,Responded,7387,14,0.1272,LOW,LOW,7.1
CUSTOMER_0261,customer0261@example.com,+91-9000700260,34,Salaried,41122,17,698,259020,21614,5,2,0,1,65720,Monthly,83,50.0,Responded,21463,1,0.101,LOW,LOW,18.5
CUSTOMER_0262,customer0262@example.com,+91-9000200261,35,Freelancer,50296,12,514,318834,40755,6,10,2,58,262363,Monthly,64,50.0,No Response,38072,17,0.4222,CRITICAL,CRITICAL,94.1
CUSTOMER_0263,customer0263@example.com,+91-9000500262,30,Self-Employed,46197,13,530,259007,19749,7,6,2,29,139462,Bi-Weekly,74,62.0,Responded,19993,0,0.3538,CRITICAL,CRITICAL,87.2
CUSTOMER_0264,customer0264@example.com,+91-9000300263,39,Salaried,38636,24,692,80256,4272,5,24,0,1,33436,Weekly,70,84.0,No Response,4089,-1,0.123,LOW,LOW,13.1
CUSTOMER_0265,customer0265@example.com,+91-9000700264,27,Freelancer,25763,22,635,66179,2370,6,20,1,33,17972,Monthly,78,52.0,No Response,2629,-3,0.2711,HIGH,HIGH,59.1
CUSTOMER_0266,customer0266@example.com,+91-9000500265,30,Freelancer,54597,19,774,20000,1000,3,24,1,0,4002,Monthly,72,77.0,No Response,1146,23,0.1753,LOW,LOW,11.5
CUSTOMER_0267,customer0267@example.com,+91-9000700266,29,Salaried,29965,18,735,104393,7951,2,10,1,0,44748,Monthly,77,72.0,Responded,8923,-13,0.1175,LOW,LOW,4.1
CUSTOMER_0268,customer0268@example.com,+91-9000000267,42,Salaried,48068,30,632,178834,8476,4,19,1,88,68730,Monthly,78,62.0,No Response,8747,8,0.4582,CRITICAL,CRITICAL,85.4
CUSTOMER_0269,customer0269@example.com,+91-9000500268,34,Salaried,55352,49,757,67576,2000,2,0,0,5,37092,Monthly,82,91.0,Responded,2114,7,0.0691,LOW,LOW,1.1
CUSTOMER_0270,customer0270@example.com,+91-9000000269,30,Salaried,56329,29,768,162129,5324,2,5,0,0,49144,Bi-Weekly,91,75.0,No Response,6053,29,0.0947,LOW,LOW,0.5
CUSTOMER_0271,customer0271@example.com,+91-9000000270,31,Salaried,33275,25,613,220533,14050,5,9,0,14,92134,Monthly,61,66.0,No Response,14537,-15,0.2153,AT-RISK,AT-RISK,43.6
CUSTOMER_0272,customer0272@example.com,+91-9000700271,35,Self-Employed,88221,14,630,115177,3247,1,18,0,7,35478,Monthly,73,85.0,Responded,3440,16,0.1339,LOW,LOW,19.4
CUSTOMER_0273,customer0273@example.com,+91-9000600272,49,Freelancer,46568,22,563,60069,2203,6,8,1,2,41707,Monthly,54,68.0,Responded,2329,17,0.2362,AT-RISK,AT-RISK,45.4
CUSTOMER_0274,customer0274@example.com,+91-9000200273,23,Salaried,38072,41,611,293664,37297,2,0,1,1,109777,Monthly,75,46.0,No Response,40169,14,0.1824,LOW,LOW,32.3
CUSTOMER_0275,customer0275@example.com,+91-9000500274,41,Salaried,52509,41,653,158229,22428,0,5,2,3,34920,Weekly,79,62.0,Responded,23775,-14,0.1658,LOW,LOW,11.9
CUSTOMER_0276,customer0276@example.com,+91-9000800275,39,Self-Employed,28628,37,548,352950,31934,3,10,1,47,260852,Monthly,67,56.0,No Response,34095,2,0.4313,CRITICAL,CRITICAL,86.8
